DateTime,TweetId,Text,Username,Displayname,Language,Hashtags,ReplyCount,RetweetCount,LikeCount,QuoteCount
2023-06-24 13:16:24+00:00,1672594525569654786,This fight is far from over. We must continue highlighting these stories. Congress must act to ensure millions of Americans' health care and reproductive freedom.,CoryBooker,Cory Booker,en,,12,21,208,1
2023-06-24 13:16:10+00:00,1672594464160862210,"This is all heartbreaking, and due to the conservatives on the Supreme Court, a woman in this country has lost the right to control her own body.",CoryBooker,Cory Booker,en,,7,26,238,0
2023-06-24 13:15:57+00:00,1672594411220267009,"Thankfully, there are many states, like New Jersey, where Democrats have acted to protect abortion rights. But even these steps are at risk as Republicans in Congress continue working to advance legislation to impose a national abortion ban.",CoryBooker,Cory Booker,en,,4,16,92,0
2023-06-24 13:15:33+00:00,1672594311618101249,"Some women have been denied urgently needed health care after facing pregnancy complications. One Texas woman was denied needed care as she endured a miscarriage, going into sepsis and nearly dying before doctors could intervene. Hers is one story of many. https://t.co/tWvzVOcNEl",CoryBooker,Cory Booker,en,,4,19,78,2
2023-06-24 13:13:11+00:00,1672593712558272518,"A number of women have been forced to carry nonviable pregnancies to full term, against their wishes. Chloe, in Arizona, was one of those women.
https://t.co/R9T1Q3pLjv",CoryBooker,Cory Booker,en,,3,30,95,0
2023-06-24 13:11:50+00:00,1672593374426144773,"Throughout the country, women have ended up in abortion deserts and have to travel for hours across state lines for needed health care. In Texas and Louisiana, it can take up to 12 hours to drive to a provider offering abortion care.
https://t.co/Dplnwgy43P",CoryBooker,Cory Booker,en,,6,21,93,0
2023-06-24 13:07:18+00:00,1672592233395044354,I won’t stop working to codify Roe at the federal level and ensure the right to an abortion nationwide—because the government shouldn’t be interfering with people’s personal medical decisions. Today’s awful anniversary calls on us to stay in the fight.,ewarren,Elizabeth Warren,en,,32,48,640,2
2023-06-24 13:07:18+00:00,1672592231994216449,"When reproductive freedom is on the ballot, reproductive freedom wins—remember last year’s victories in Kansas, Michigan, and Kentucky? So let’s build on those successes in Ohio and Florida.",ewarren,Elizabeth Warren,en,,22,51,539,0
2023-06-24 13:07:17+00:00,1672592230463201281,"One year ago today, the Supreme Court overturned Roe v. Wade. If you’re still angry and determined to fight back, can you split a donation between @OH_ReproFreedom &amp; @FLProtectFree? Help pass constitutional amendments protecting reproductive freedom: https://t.co/nuKoyhVAaw https://t.co/EXCuYtves5",ewarren,Elizabeth Warren,en,,266,438,1722,19
2023-06-24 13:05:18+00:00,1672591732259581953,"So today, I hope you'll join me in showing a little love to groups like @USOWomen and @PPFA. Go to https://t.co/Opjrzacnrg or https://t.co/aeksSNkrK7 to access care, donate to abortion funds, and pledge to become an abortion advocate.",MichelleObama,Michelle Obama,en,,284,286,2235,23
